Date,Open,High,Low,Close,Adj Close,Volume
2019-03-27,46.650002,46.910000,46.330002,46.610001,46.248962,11543600
2019-03-28,46.680000,46.919998,46.480000,46.580002,46.219196,11121100
2019-03-29,46.669998,46.910000,46.480000,46.860001,46.497028,16045600
2019-04-01,46.990002,47.169998,46.590000,46.720001,46.358112,11522700
2019-04-02,46.750000,46.930000,46.570000,46.570000,46.209270,8495000
2019-04-03,46.419998,46.590000,46.040001,46.180000,45.822292,12854500
2019-04-04,46.340000,46.540001,46.110001,46.480000,46.119968,7814900
2019-04-05,46.490002,46.580002,46.200001,46.470001,46.110046,7677600
2019-04-08,46.540001,46.570000,46.270000,46.549999,46.189426,9421300
2019-04-09,46.450001,46.720001,46.270000,46.669998,46.308495,8641800
2019-04-10,46.840000,47.000000,46.560001,46.639999,46.278728,8059900
2019-04-11,46.720001,46.750000,46.540001,46.709999,46.348186,7352400
2019-04-12,46.669998,46.930000,46.570000,46.740002,46.377956,10690000
2019-04-15,46.880001,47.040001,46.700001,47.000000,46.635941,10261300
2019-04-16,47.049999,47.099998,46.700001,46.950001,46.586330,10804600
2019-04-17,47.200001,47.549999,47.150002,47.279999,46.913773,11849300
2019-04-18,47.330002,47.580002,47.270000,47.480000,47.112225,12167000
2019-04-22,47.400002,47.610001,47.020000,47.400002,47.032845,9834700
2019-04-23,48.090000,48.720001,47.549999,48.209999,47.836567,25327800
2019-04-24,48.029999,48.230000,47.919998,47.980000,47.608349,15997300
2019-04-25,47.740002,47.889999,47.470001,47.840000,47.469437,11444400
2019-04-26,47.990002,48.450001,47.980000,48.259998,47.886181,10154300
2019-04-29,48.169998,48.450001,48.110001,48.419998,48.044941,9731500
2019-04-30,48.529999,49.180000,48.389999,49.060001,48.679985,17912900
2019-05-01,48.950001,49.080002,48.549999,48.590000,48.213627,10551200
2019-05-02,48.529999,48.770000,48.270000,48.389999,48.015175,8724600
2019-05-03,48.599998,48.959999,48.520000,48.720001,48.342621,7076900
2019-05-06,48.330002,48.610001,48.259998,48.470001,48.094555,8657800
2019-05-07,48.230000,48.290001,47.770000,48.000000,47.628197,12487500
2019-05-08,48.049999,48.230000,47.820000,47.849998,47.479355,9281400
2019-05-09,47.799999,47.980000,47.070000,47.400002,47.032845,11450500
2019-05-10,47.410000,48.299999,47.400002,48.189999,47.816723,9653800
2019-05-13,47.910000,48.130001,47.730000,48.049999,47.677807,11911500
2019-05-14,48.529999,49.320000,48.349998,48.689999,48.312851,16844200
2019-05-15,48.669998,49.380001,48.599998,49.180000,48.799057,11422500
2019-05-16,49.270000,49.660000,49.209999,49.580002,49.195957,17771300
2019-05-17,49.270000,49.549999,49.169998,49.200001,48.818901,11257000
2019-05-20,49.040001,49.139999,48.759998,48.849998,48.471611,13850500
2019-05-21,49.000000,49.029999,48.450001,48.599998,48.223545,10587400
2019-05-22,48.779999,49.709999,48.720001,49.650002,49.265415,16050400
2019-05-23,49.500000,49.900002,49.459999,49.849998,49.463863,12199400
2019-05-24,49.820000,49.889999,49.529999,49.610001,49.225727,6887600
2019-05-28,49.599998,49.669998,49.029999,49.099998,48.719673,18614000
2019-05-29,48.740002,49.029999,48.410000,48.610001,48.233471,12534600
2019-05-30,48.720001,49.310001,48.669998,49.250000,48.868515,9087200
2019-05-31,49.000000,49.310001,48.779999,49.130001,48.749443,11368600
2019-06-03,49.160000,49.980000,49.020000,49.980000,49.592857,14167200
2019-06-04,50.000000,50.279999,49.619999,50.000000,49.612705,12010600
2019-06-05,50.009998,51.139999,49.689999,50.779999,50.386662,15837600
2019-06-06,50.910000,51.540001,50.590000,51.400002,51.001862,15190400
2019-06-07,51.470001,52.189999,51.450001,51.490002,51.091164,15293600
2019-06-10,51.540001,51.540001,51.090000,51.380001,50.982014,9737400
2019-06-11,51.450001,51.590000,51.180000,51.330002,50.932404,9915600
2019-06-12,51.500000,52.139999,51.470001,51.639999,51.240002,11088100
2019-06-13,51.459999,51.700001,50.779999,51.130001,51.130001,10353600
2019-06-14,51.049999,51.529999,51.049999,51.310001,51.310001,8694300
2019-06-17,51.250000,51.480000,50.610001,50.869999,50.869999,12322400
2019-06-18,51.250000,51.299999,50.529999,50.639999,50.639999,9221100
2019-06-19,50.540001,51.240002,50.470001,51.119999,51.119999,9414100
2019-06-20,51.500000,51.790001,51.349998,51.660000,51.660000,10656600
2019-06-21,51.529999,51.889999,51.410000,51.549999,51.549999,21264400
2019-06-24,51.740002,52.200001,51.700001,51.919998,51.919998,10780000
2019-06-25,52.000000,52.099998,51.639999,51.759998,51.759998,11519900
2019-06-26,51.520000,51.639999,51.090000,51.119999,51.119999,12405100
2019-06-27,51.290001,51.400002,50.970001,51.080002,51.080002,12374900
2019-06-28,51.270000,51.400002,50.520000,50.919998,50.919998,16339900
2019-07-01,51.070000,51.630001,50.779999,51.599998,51.599998,14976400
2019-07-02,51.779999,52.049999,51.549999,51.980000,51.980000,8569200
2019-07-03,52.000000,52.330002,52.000000,52.099998,52.099998,7253700
2019-07-05,51.889999,52.119999,51.480000,52.110001,52.110001,8916300
2019-07-08,52.200001,52.330002,51.889999,52.000000,52.000000,9495100
2019-07-09,51.720001,51.970001,51.430000,51.590000,51.590000,10584900
2019-07-10,51.799999,51.970001,51.660000,51.820000,51.820000,7620900
2019-07-11,51.990002,52.060001,51.660000,52.040001,52.040001,10376500
2019-07-12,52.250000,52.290001,51.910000,52.119999,52.119999,7347400
2019-07-15,52.279999,52.290001,51.869999,52.130001,52.130001,5876100
2019-07-16,51.959999,52.470001,51.810001,52.139999,52.139999,7132500
2019-07-17,52.220001,52.259998,52.009998,52.180000,52.180000,8264200
2019-07-18,52.040001,52.169998,51.669998,52.029999,52.029999,11912300
2019-07-19,52.139999,52.150002,51.369999,51.389999,51.389999,10355500
2019-07-22,51.520000,51.520000,51.130001,51.220001,51.220001,12090700
2019-07-23,53.250000,54.639999,52.759998,54.330002,54.330002,33417900
2019-07-24,54.119999,54.820000,53.619999,53.779999,53.779999,15633400
2019-07-25,53.630001,53.799999,52.720001,53.070000,53.070000,19135000
2019-07-26,53.340000,54.310001,53.189999,54.169998,54.169998,11451900
2019-07-29,54.169998,54.299999,53.900002,53.990002,53.990002,12283900
2019-07-30,53.959999,54.299999,53.570000,53.720001,53.720001,8127100
2019-07-31,53.509998,53.509998,52.040001,52.630001,52.630001,16865500
2019-08-01,52.779999,53.200001,52.009998,52.029999,52.029999,19527200
2019-08-02,51.910000,52.730000,51.910000,52.330002,52.330002,13102300
2019-08-05,52.389999,52.660000,51.400002,51.650002,51.650002,19986500
2019-08-06,51.869999,52.759998,51.610001,52.270000,52.270000,19903100
2019-08-07,52.270000,53.389999,51.770000,53.180000,53.180000,17937000
2019-08-08,53.209999,53.779999,52.849998,53.689999,53.689999,10799000
2019-08-09,53.790001,53.900002,53.080002,53.419998,53.419998,9260900
2019-08-12,53.279999,53.439999,52.990002,53.200001,53.200001,4778600
2019-08-13,52.900002,53.610001,52.869999,53.500000,53.500000,8581200
2019-08-14,53.340000,53.970001,52.970001,52.990002,52.990002,17088900
2019-08-15,53.430000,54.000000,53.230000,53.869999,53.869999,12393200
2019-08-16,53.980000,54.490002,53.950001,54.410000,54.410000,14288700
2019-08-19,54.439999,54.779999,54.310001,54.689999,54.689999,10936200
2019-08-20,54.619999,54.680000,53.840000,53.880001,53.880001,8176700
2019-08-21,54.250000,54.410000,53.849998,54.099998,54.099998,10886500
2019-08-22,54.119999,54.639999,54.099998,54.490002,54.490002,7467900
2019-08-23,54.419998,54.709999,53.389999,53.740002,53.740002,14160400
2019-08-26,54.000000,54.540001,53.730000,54.540001,54.540001,9226900
2019-08-27,54.700001,54.950001,54.410000,54.720001,54.720001,13537000
2019-08-28,54.660000,55.150002,54.419998,55.110001,55.110001,10046400
2019-08-29,55.259998,55.340000,54.599998,55.049999,55.049999,9262800
2019-08-30,55.160000,55.220001,54.810001,55.040001,55.040001,8746700
2019-09-03,54.980000,55.330002,54.869999,55.299999,55.299999,12991400
2019-09-04,55.349998,55.919998,55.299999,55.770000,55.770000,10718100
2019-09-05,55.750000,55.770000,55.029999,55.119999,55.119999,12521218
